0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
899,Emergency Radiology,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10140,Springer Science+Business Media B.V.,1070-3004,1438-1435,1994-01-01,1996-11-30,,,,,,
900,Amino Acids,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/726,Springer Science+Business Media B.V.,0939-4451,1438-2199,1997-01-01,Present,,,,,,
901,Amino Acids,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/726,Springer Science+Business Media B.V.,0939-4451,1438-2199,1991-02-01,1996-09-30,,,,,,
902,European Food Research and Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/217,Springer Science+Business Media B.V.,1438-2377,1438-2385,1997-01-01,Present,,,,,,
903,"Economic Bulletin. Deutsches Institut für Wirtschaftsforschung, Institut für Konjunkturforschung",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10160,Springer Science+Business Media B.V.,0343-754X,1438-261X,1997-01-01,2004-12-31,,,,,,
904,"Economic Bulletin. Deutsches Institut für Wirtschaftsforschung, Institut für Konjunkturforschung",SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10160,Springer Science+Business Media B.V.,0343-754X,1438-261X,1974-01-01,1996-12-31,,,,,,
905,Helgoland Marine Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10152,Springer Science+Business Media B.V.,1438-387X,1438-3888,1999-01-01,Present,,,,,,
906,Population ecology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10144,Wiley,1438-3896,1438-390X,1997-01-01,Present,,,,,,
907,Journal of the Association for Research in Otolaryngology : JARO,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10162,Springer Science+Business Media B.V.,1525-3961,1438-7573,2000-01-01,Present,,,,,,
908,Functional & Integrative Genomics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10142,Springer Science+Business Media B.V.,1438-793X,1438-7948,2000-01-01,Present,,,,,,
909,Journal of Anesthesia,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/540,Springer Science+Business Media B.V.,0913-8668,1438-8359,1997-01-01,Present,,,,,,
910,Journal of Anesthesia,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/540,Springer Science+Business Media B.V.,0913-8668,1438-8359,1987-03-01,1996-12-31,,,,,,
911,Anzeiger für Schädlingskunde,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10340,Springer Berlin Heidelberg,1436-5693,1439-0280,1925-01-01,1968-09-30,,,,,,
912,Erwerbs-Obstbau,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10341,Springer Science+Business Media B.V.,0014-0309,1439-0302,2004-01-01,Present,,,,,,
913,Forstwissenschaftliches Centralblatt,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10342,Springer Verlag,0015-8003,1439-0337,1997-01-01,2003-12-31,,,,,,
914,Forstwissenschaftliches Centralblatt,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10342,Springer Verlag,0015-8003,1439-0337,1894-01-01|1948-10-01,1942-12-31|1996-12-31,,,,,,
915,Gesunde Pflanzen,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10343,Springer Science+Business Media B.V.,0367-4223,1439-0345,2002-01-01,Present,,,,,,
916,Journal für Ornithologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10336,Wiley-Blackwell,0021-8375,1439-0361,1997-01-01,2003-12-31,,,,,,
917,Journal für Ornithologie,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10336,Wiley-Blackwell,0021-8375,1439-0361,1853-01-01,1996-10-31,,,,,,
918,Natur und Recht,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10357,Springer Science+Business Media B.V.,0172-1631,1439-0515,2004-01-01,Present,,,,,,
919,Somnologie - Schlafforschung und Schlafmedizin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11818,Springer Berlin Heidelberg,1432-9123,1439-054X,1997-01-01,Present,,,,,,
920,European journal of wildlife research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10344,Springer Science+Business Media B.V.,1612-4642,1439-0574,1997-01-01,Present,,,,,,
921,Infection : Journal of Infectious Disease,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/15010,Springer Science+Business Media B.V.,0300-8126,1439-0973,1997-01-01,Present,,,,,,
922,Infection : Journal of Infectious Disease,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/15010,Springer Science+Business Media B.V.,0300-8126,1439-0973,1973-03-01,1996-11-30,,,,,,
923,Operative Orthopädie und Traumatologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/64,Springer Berlin Heidelberg,0934-6694,1439-0981,1997-01-01,Present,,,,,,
924,Operative Orthopädie und Traumatologie,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/64,Springer Berlin Heidelberg,0934-6694,1439-0981,1989-03-01,1996-12-31,,,,,,
925,Strahlentherapie und Onkologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/66,Springer Science+Business Media B.V.,0179-7158,1439-099X,1997-01-01,Present,,,,,,
926,Invertebrate neuroscience,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10158,Springer Science+Business Media B.V.,1354-2516,1439-1104,1997-01-01,Present,,,,,,
927,Invertebrate neuroscience,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10158,Springer Science+Business Media B.V.,1354-2516,1439-1104,1995-06-01,1997-03-31,,,,,,
928,Journal of Ethology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10164,Springer Science+Business Media B.V.,0289-0771,1439-5444,1997-01-01,Present,,,,,,
929,Journal of Ethology,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10164,Springer Science+Business Media B.V.,0289-0771,1439-5444,1983-11-01,1996-12-31,,,,,,
930,高分子科学英文版 = Chinese Journal of Polymer Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10118,Springer,0256-7679,1439-6203,2009-01-01,Present,,,,,,
931,European journal of applied physiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/421,Springer Science+Business Media B.V.,1439-6319,1439-6327,1997-01-01,Present,,,,,,
932,Health Economics in Prevention and Care : HEPAC,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10198,Springer,1439-3972,1439-6637,2000-01-01,2001-12-31,,,,,,
933,Combinatorica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/493,Springer Science+Business Media B.V.,0209-9683,1439-6912,1997-01-01,Present,,,,,,
934,Combinatorica,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/493,Springer Science+Business Media B.V.,0209-9683,1439-6912,1981-03-01,1996-12-31,,,,,,
935,Acta Mathematica Sinica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10114,Springer Science+Business Media B.V.,1439-8516,1439-7617,1997-01-01,Present,,,,,,
936,Acta Mathematica Sinica,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10114,Springer Science+Business Media B.V.,1439-8516,1439-7617,1985-03-01,1996-12-31,,,,,,
937,Limnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10201,Springer Science+Business Media B.V.,1439-8621,1439-863X,2000-01-01,Present,,,,,,
938,Ecological Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11284,Springer Science+Business Media B.V.,0912-3814,1440-1703,1997-01-01,Present,,,,,,
939,Ecological Research,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/11284,Springer Science+Business Media B.V.,0912-3814,1440-1703,1986-04-01,1996-12-31,,,,,,
940,Diseases of the Esophagus,Oxford Journals (CRKN),https://academic.oup.com/dote/issue,Oxford University Press,1120-8694,1442-2050,1996-01-01,Present,,,,,,
941,"Heart, Lung and Circulation",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/heart-lung-and-circulation,Elsevier Science Limited,1443-9506,1444-2892,2000-05-01,Present,,,,,,
942,Fisheries Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12562,Japanese Society of Fisheries Science,0919-9268,1444-2906,2005-01-01,Present,,,,,,
943,Reproductive Medicine and Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12522,Wiley-Blackwell,1445-5781,1447-0578,2002-01-01,Present,,,,,,
944,Anatomical science international,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12565,Springer Publishing Company,1447-6959,1447-073X,2002-01-01,Present,,,,,,
945,Australasian Plant Pathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13313,Springer Science & Business Media,0815-3191,1448-6032,1997-01-01,Present,,,,,,
946,Computer Journal,Oxford Journals (CRKN),https://academic.oup.com/comjnl/issue,Oxford University Press,0010-4620,1460-2067,1996-01-01,Present,,,,,,
947,Human molecular genetics,Oxford Journals (CRKN),https://academic.oup.com/hmg/issue,Oxford University Press,0964-6906,1460-2083,1996-01-01,Present,,,,,,
948,Journal of Antimicrobial Chemotherapy,Oxford Journals (CRKN),https://academic.oup.com/jac/issue,Oxford University Press,0305-7453,1460-2091,1996-01-01,Present,,,,,,
949,Journal of the National Cancer Institute: JNCI,Oxford Journals (CRKN),https://academic.oup.com/jnci/issue,Oxford University Press,0027-8874,1460-2105,1996-01-03,Present,,,,,,
950,Mind,Oxford Journals (CRKN),https://academic.oup.com/mind/issue,Oxford University Press,0026-4423,1460-2113,1996-01-01,Present,,,,,,
951,Oxford Review of Economic Policy,Oxford Journals (CRKN),https://academic.oup.com/oxrep/issue,Oxford University Press,0266-903X,1460-2121,1996-01-01,Present,,,,,,
952,Protein engineering,Oxford Journals (CRKN),https://academic.oup.com/peds/issue,Oxford University Press,0269-2139,1460-213X,1996-01-01,2003-12-31,,,,,,
953,Brain : a journal of neurology,Oxford Journals (CRKN),https://academic.oup.com/brain/issue,Oxford University Press,0006-8950,1460-2156,1996-02-01,Present,,,,,,
954,Carcinogenesis,Oxford Journals (CRKN),https://academic.oup.com/carcin/issue,Oxford University Press,0143-3334,1460-2180,1996-01-01,Present,,,,,,
955,"Cerebral Cortex (New York, NY)",Oxford Journals (CRKN),https://academic.oup.com/cercor/issue,Oxford University Press,1047-3211,1460-2199,1996-01-01,Present,,,,,,
956,The European Journal of Orthodontics,Oxford Journals (CRKN),https://academic.oup.com/ejo/issue,Oxford University Press,0141-5387,1460-2210,1996-01-01,Present,,,,,,
957,Family practice,Oxford Journals (CRKN),https://academic.oup.com/fampra/issue,Oxford University Press,0263-2136,1460-2229,1996-01-01,Present,,,,,,
958,Health policy and planning,Oxford Journals (CRKN),https://academic.oup.com/heapol/issue,Oxford University Press,0268-1080,1460-2237,1996-03-01,Present,,,,,,
959,Health promotion international,Oxford Journals (CRKN),https://academic.oup.com/heapro/issue,Oxford University Press,0957-4824,1460-2245,1996-03-01,Present,,,,,,
960,"Human Reproduction (Oxford, England)",Oxford Journals (CRKN),https://academic.oup.com/humrep/issue,Oxford University Press,0268-1161,1460-2350,1996-01-01,Present,,,,,,
961,Human reproduction update,Oxford Journals (CRKN),https://academic.oup.com/humupd/issue,Oxford University Press,1355-4786,1460-2369,1996-01-01,Present,,,,,,
962,International immunology,Oxford Journals (CRKN),https://academic.oup.com/intimm/issue,Oxford University Press,0953-8178,1460-2377,1996-01-01,Present,,,,,,
963,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",Oxford Journals (CRKN),https://academic.oup.com/ndt/issue,Oxford University Press,0931-0509,1460-2385,1996-01-01,Present,,,,,,
964,QJM: An International Journal of Medicine,Oxford Journals (CRKN),https://academic.oup.com/qjmed/issue,Oxford University Press,1460-2725,1460-2393,1996-01-01,Present,,,,,,
965,Molecular Human Reproduction (MHR): Basic science of reproductive medicine,Oxford Journals (CRKN),https://academic.oup.com/molehr/issue,Oxford University Press,1360-9947,1460-2407,1996-01-01,Present,,,,,,
966,Journal of petrology,Oxford Journals (CRKN),https://academic.oup.com/petrology/issue,Oxford University Press,0022-3530,1460-2415,1996-02-01,Present,,,,,,
967,Glycobiology,Oxford Journals (CRKN),https://academic.oup.com/glycob/issue,Oxford University Press,0959-6658,1460-2423,1996-01-01,Present,,,,,,
968,Journal of experimental botany,Oxford Journals (CRKN),https://academic.oup.com/jxb/issue,Oxford University Press,0022-0957,1460-2431,1996-01-01,Present,,,,,,
969,Journal of Communication,Oxford Journals (CRKN),https://academic.oup.com/joc/issue,Oxford University Press,0021-9916,1460-2466,1996-03-01,Present,,,,,,
970,Screen : the journal of the Society for Education in Film and Television,Oxford Journals (CRKN),https://academic.oup.com/screen/issue,Oxford University Press,0036-9543,1460-2474,1996-01-01,Present,,,,,,
971,Parliamentary Affairs,Oxford Journals (CRKN),https://academic.oup.com/pa/issue,Oxford University Press,0031-2290,1460-2482,1996-01-01,Present,,,,,,
972,Sports Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12283,Springer Science+Business Media B.V.,1369-7072,1460-2687,2003-01-01,Present,,,,,,
973,Medical Mycology,Oxford Journals (CRKN),https://academic.oup.com/mmy/issue,Oxford University Press,1369-3786,1460-2709,1998-01-01,Present,,,,,,
974,PhysChemComm,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1460-2733&date=1998,Royal Society of Chemistry,,1460-2733,1998-01-01,2003-12-31,,,,,,
975,Chemical Society Reviews,Royal Society of Chemistry Gold (CRKN),https://pubs.rsc.org/en/journals/journalissues/cs#!recentarticles&adv,Royal Society of Chemistry,0306-0012,1460-4744,1997-01-01,Present,,,,,,
976,Natural product reports : a journal of current developments in bio-organic chemistry,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1460-4752&date=1984,Royal Society of Chemistry,0265-0568,1460-4752,1997-01-01,Present,,,,,,
977,Annual Reports on the Progress of Chemistry Section A: Inorganic Chemistry,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1460-4760&date=1979,Royal Society of Chemistry,0260-1818,1460-4760,1997-01-01,2013-12-31,,,,,,
978,Annual Reports on the Progress of Chemistry Section B: Organic Chemistry,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1460-4779&date=1967,Royal Society of Chemistry,0069-3030,1460-4779,1997-01-01,2013-12-31,,,,,,
979,Annual Reports on the Progress of Chemistry Section C: Physical Chemistry,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1460-4787&date=1979,Royal Society of Chemistry,0260-1826,1460-4787,1997-01-01,2013-12-31,,,,,,
980,Foot and Ankle Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/foot-and-ankle-surgery,Elsevier,1268-7731,1460-9584,1996-01-01,Present,,,,,,
981,Rheumatology,Oxford Journals (CRKN),https://academic.oup.com/rheumatology/issue,Oxford University Press,1462-0324,1462-0332,1996-01-01,Present,,,,,,
982,Ocean Modelling,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/ocean-modelling,Elsevier,1463-5003,1463-5011,1999-01-01,Present,,,,,,
983,Physical chemistry chemical physics : PCCP,Royal Society of Chemistry Gold (CRKN),https://pubs.rsc.org/en/journals/journalissues/cp#!recentarticles&adv,Royal Society of Chemistry,1463-9076,1463-9084,1999-01-01,Present,,,,,,
984,Green Chemistry,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1463-9270&date=1999,Royal Society of Chemistry,1463-9262,1463-9270,1999-01-01,Present,,,,,,
985,Journal of Environmental Monitoring,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1464-0333&date=1999,Royal Society of Chemistry,1464-0325,1464-0333,1999-01-01,2012-12-31,,,,,,
986,Bioorganic & medicinal chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/bioorganic-and-medicinal-chemistry,Elsevier,0968-0896,1464-3391,1995-01-01,Present,,,,,,
987,Bioorganic & medicinal chemistry letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/bioorganic-and-medicinal-chemistry-letters,Elsevier,0960-894X,1464-3405,1995-01-05,Present,,,,,,
988,Alcohol and Alcoholism,Oxford Journals (CRKN),https://academic.oup.com/alcalc/issue,Oxford University Press,0735-0414,1464-3502,1996-01-01,Present,,,,,,
989,Biometrika,Oxford Journals (CRKN),https://academic.oup.com/biomet/issue,Oxford University Press,0006-3444,1464-3510,1996-03-01,Present,,,,,,
990,The British Journal of Criminology,Oxford Journals (CRKN),https://academic.oup.com/bjc/issue,Oxford University Press,0007-0955,1464-3529,1996-01-01,Present,,,,,,
991,British Journal for the Philosophy of Science,Oxford Journals (CRKN),https://academic.oup.com/bjps/issue,Oxford University Press,0007-0882,1464-3537,1996-03-01,Present,,,,,,
992,Cambridge Journal of Economics,Oxford Journals (CRKN),https://academic.oup.com/cje/issue,Oxford University Press,0309-166X,1464-3545,1996-01-01,Present,,,,,,
993,Chemical senses,Oxford Journals (CRKN),https://academic.oup.com/chemse/issue,Oxford University Press,0379-864X,1464-3553,1996-02-01,Present,,,,,,
994,The Computer Bulletin,Oxford Journals (CRKN),https://academic.oup.com/itnow/issue,Oxford University Press,0010-4531,1464-357X,1996-02-01,2005-01-31,,,,,,
995,Contributions to Political Economy,Oxford Journals (CRKN),https://academic.oup.com/cpe/issue,Oxford University Press,0277-5921,1464-3588,1996-01-01,Present,,,,,,
996,European journal of international law,Oxford Journals (CRKN),https://academic.oup.com/ejil/issue,Oxford University Press,0938-5428,1464-3596,1996-01-01,Present,,,,,,
997,The European Journal of Public Health,Oxford Journals (CRKN),https://academic.oup.com/eurpub/issue,Oxford University Press,1101-1262,1464-360X,1996-03-01,Present,,,,,,
998,European review of agricultural economics,Oxford Journals (CRKN),https://academic.oup.com/erae/issue,Oxford University Press,0165-1587,1464-3618,1996-01-01,Present,,,,,,
999,Forestry: An International Journal of Forest Research,Oxford Journals (CRKN),https://academic.oup.com/forestry/issue,Oxford University Press,0015-752X,1464-3626,1996-01-01,Present,,,,,,
1000,IMA Journal of Applied Mathematics,Oxford Journals (CRKN),https://academic.oup.com/imamat/issue,Oxford University Press,0272-4960,1464-3634,1996-02-01,Present,,,,,,
1001,IMA Journal of Numerical Analysis,Oxford Journals (CRKN),https://academic.oup.com/imajna/issue,Oxford University Press,0272-4979,1464-3642,1996-01-01,Present,,,,,,
1002,Industrial and corporate change,Oxford Journals (CRKN),https://academic.oup.com/icc/issue,Oxford University Press,0960-6491,1464-3650,1996-01-01,Present,,,,,,
1003,Industrial Law Journal,Oxford Journals (CRKN),https://academic.oup.com/ilj/issue,Oxford University Press,0305-9332,1464-3669,1996-03-01,Present,,,,,,
1004,International Journal for Quality in Health Care,Oxford Journals (CRKN),https://academic.oup.com/intqhc/issue,Oxford University Press,1353-4505,1464-3677,1996-01-01,Present,,,,,,
1005,International journal of epidemiology,Oxford Journals (CRKN),https://academic.oup.com/ije/issue,Oxford University Press,0300-5771,1464-3685,1996-02-01,Present,,,,,,
1006,International Journal of Law & Information Technology,Oxford Journals (CRKN),https://academic.oup.com/ijlit/issue,Oxford University Press,0967-0769,1464-3693,1996-01-01,Present,,,,,,
1007,"International Journal of Law, Policy and the Family",Oxford Journals (CRKN),https://academic.oup.com/lawfam/issue,Oxford University Press,1360-9939,1464-3707,1996-04-01,Present,,,,,,
1008,International Journal of Refugee Law,Oxford Journals (CRKN),https://academic.oup.com/ijrl/issue,Oxford University Press,0953-8186,1464-3715,1996-01-01,Present,,,,,,
1009,Journal of African Economies,Oxford Journals (CRKN),https://academic.oup.com/jae/issue,Oxford University Press,0963-8024,1464-3723,1996-03-01,Present,,,,,,
1010,Journal of Environmental Law,Oxford Journals (CRKN),https://academic.oup.com/jel/issue,Oxford University Press,0952-8873,1464-374X,1996-01-01,Present,,,,,,
1011,Journal of International Economic Law,Oxford Journals (CRKN),https://academic.oup.com/jiel/issue,Oxford University Press,1369-3034,1464-3758,1998-03-01,Present,,,,,,
1012,Journal of Molluscan Studies,Oxford Journals (CRKN),https://academic.oup.com/mollus/issue,Oxford University Press,0260-1230,1464-3766,1996-02-15,Present,,,,,,
1013,Journal of Plankton Research,Oxford Journals (CRKN),https://academic.oup.com/plankt/issue,Oxford University Press,0142-7873,1464-3774,1996-01-01,Present,,,,,,
1014,Journal of public health medicine,Oxford Journals (CRKN),https://academic.oup.com/jpubhealth/issue,Oxford University Press,0957-4832,1464-3782,1996-03-01,2003-12-31,,,,,,
1015,Medical Law Review,Oxford Journals (CRKN),https://academic.oup.com/medlaw/issue,Oxford University Press,0967-0742,1464-3790,1996-01-01,Present,,,,,,
1016,Mutagenesis,Oxford Journals (CRKN),https://academic.oup.com/mutage/issue,Oxford University Press,0267-8357,1464-3804,1996-01-01,Present,,,,,,
1017,Oxford economic papers,Oxford Journals (CRKN),https://academic.oup.com/oep/issue,Oxford University Press,0030-7653,1464-3812,1996-01-01,Present,,,,,,
1018,Oxford Journal of Legal Studies,Oxford Journals (CRKN),https://academic.oup.com/ojls/issue,Oxford University Press,0143-6503,1464-3820,1996-01-01,Present,,,,,,
1019,Quarterly Journal of Mathematics,Oxford Journals (CRKN),https://academic.oup.com/qjmath/issue,Oxford University Press,0033-5606,1464-3847,1996-03-01,Present,,,,,,
1020,Quarterly Journal of Mechanics and Applied Mathematics,Oxford Journals (CRKN),https://academic.oup.com/qjmam/issue,Oxford University Press,0033-5614,1464-3855,1996-02-01,Present,,,,,,
1021,Statute law review,Oxford Journals (CRKN),https://academic.oup.com/slr/issue,Oxford University Press,0144-3593,1464-3863,1996-01-01,Present,,,,,,
1022,Tetrahedron,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/tetrahedron,Pergamon,0040-4020,1464-5416,1995-01-02,Present,,,,,,
1023,Issues in Environmental Science and Technology,Royal Society of Chemistry Gold (CRKN),https://dx.doi.org/10.1039/1350-7583,Royal Society of Chemistry,1350-7583,1465-1874,1994-01-01,Present,,,,,,
1024,British Journal of Plastic Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/british-journal-of-plastic-surgery,Elsevier,0007-1226,1465-3087,1995-01-01,2005-12-31,,,,,,
1025,Japanese journal of clinical oncology,Oxford Journals (CRKN),https://academic.oup.com/jjco/issue,Oxford University Press,0368-2811,1465-3621,1996-02-01,Present,,,,,,
1026,Journal of Logic and Computation,Oxford Journals (CRKN),https://academic.oup.com/logcom/issue,Oxford University Press,0955-792X,1465-363X,1996-02-01,Present,,,,,,
1027,Health education research,Oxford Journals (CRKN),https://academic.oup.com/her/issue,Oxford University Press,0268-1153,1465-3648,1996-03-01,Present,,,,,,
1028,Journal of Tropical Pediatrics,Oxford Journals (CRKN),https://academic.oup.com/tropej/issue,Oxford University Press,0142-6338,1465-3664,1996-02-01,Present,,,,,,
1029,Pathology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pathology,Elsevier,0031-3025,1465-3931,2015-12-11,Present,,,,,,
1030,American Law and Economics Review,Oxford Journals (CRKN),https://academic.oup.com/aler/issue,Oxford University Press,1465-7252,1465-7260,1999-01-01,Present,,,,,,
1031,Behavioral Ecology,Oxford Journals (CRKN),https://academic.oup.com/beheco/issue,Oxford University Press,1045-2249,1465-7279,1996-01-01,Present,,,,,,
1032,The Journal of Deaf Studies and Deaf Education,Oxford Journals (CRKN),https://academic.oup.com/jdsde/issue,Oxford University Press,1081-4159,1465-7325,1996-01-01,Present,,,,,,
1033,Journal of Heredity,Oxford Journals (CRKN),https://academic.oup.com/jhered/issue,Oxford University Press,0022-1503,1465-7333,1996-01-01,Present,,,,,,
1034,"The Journal of Law, Economics, and Organization",Oxford Journals (CRKN),https://academic.oup.com/jleo/issue,Oxford University Press,8756-6222,1465-7341,1996-04-01,Present,,,,,,
1035,Journal of pediatric psychology,Oxford Journals (CRKN),https://academic.oup.com/jpepsy/issue,Oxford University Press,0146-8693,1465-735X,1996-02-01,Present,,,,,,
1036,The Review of Financial Studies,Oxford Journals (CRKN),https://academic.oup.com/rfs/issue,Oxford University Press,0893-9454,1465-7368,1996-01-01,Present,,,,,,
1037,Pesticide outlook,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1465-8933&date=2000,Royal Society of Chemistry,0956-1250,1465-8933,2000-01-01,2003-12-31,,,,,,
1038,Cell Stress & Chaperones,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12192,Springer Science+Business Media B.V.,1355-8145,1466-1268,2008-01-01,Present,,,,,,
1039,CrystEngComm,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1466-8033&date=1999,Royal Society of Chemistry,,1466-8033,1999-01-01,Present,,,,,,
1040,Accounting Forum,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/accounting-forum,Elsevier,0155-9982,1467-6303,2004-03-01,Present,,,,,,
1041,Diplomatic History,Oxford Journals (CRKN),https://academic.oup.com/dh/issue,Oxford University Press,0145-2096,1467-7709,1996-01-01,Present,,,,,,
1042,Journal of Conflict and Security Law,Oxford Journals (CRKN),https://academic.oup.com/jcsl/issue,Oxford University Press,1467-7954,1467-7962,2000-06-01,Present,,,,,,
1043,American Journal of Agricultural Economics,Oxford Journals (CRKN),https://academic.oup.com/ajae/issue,Oxford University Press,0002-9092,1467-8276,1996-02-01,Present,,,,,,
1044,Analysis,Oxford Journals (CRKN),https://academic.oup.com/analysis/issue,Oxford University Press,0003-2638,1467-8284,1996-01-01,Present,,,,,,
1045,Aristotelian Society supplementary volume,Oxford Journals (CRKN),https://academic.oup.com/aristoteliansupp/issue,Oxford University Press,0309-7013,1467-8349,1996-07-01,Present,,,,,,
1046,The Philosophical Quarterly,Oxford Journals (CRKN),https://academic.oup.com/pq/issue,Oxford University Press,0031-8094,1467-9213,1996-01-01,Present,,,,,,
1047,Proceedings of the Aristotelian Society,Oxford Journals (CRKN),https://academic.oup.com/aristotelian/issue,Oxford University Press,0066-7374,1467-9264,1996-06-01,Present,,,,,,
1048,Review of Agricultural Economics,Oxford Journals (CRKN),https://academic.oup.com/aepp/issue,Oxford University Press,1058-7195,1467-9353,1996-01-01,2009-12-31,,,,,,
1049,The Review of Economic Studies,Oxford Journals (CRKN),https://academic.oup.com/restud/issue,Oxford University Press,0034-6527,1467-937X,1996-01-01,Present,,,,,,
1050,Metascience,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11016,Springer Science+Business Media B.V.,0815-0796,1467-9981,1997-01-01,Present,,,,,,
1051,Metascience,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/11016,Springer Science+Business Media B.V.,0815-0796,1467-9981,1996-03-01,1996-09-30,,,,,,
1052,Economic Policy,Oxford Journals (CRKN),https://academic.oup.com/economicpolicy/issue,Oxford University Press,0266-4658,1468-0327,1996-04-01,Present,,,,,,
1053,International Studies Quarterly,Oxford Journals (CRKN),https://academic.oup.com/isq/issue,Oxford University Press,0020-8833,1468-2478,1996-03-01,Present,,,,,,
1054,International Studies Review,Oxford Journals (CRKN),https://academic.oup.com/isr/issue,Oxford University Press,1521-9488,1468-2486,1999-03-01,Present,,,,,,
1055,African Affairs,Oxford Journals (CRKN),https://academic.oup.com/afraf,Oxford University Press,0001-9909,1468-2621,1996-01-01,Present,,,,,,
