Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,0
Journal of Plastic Reconstructive and Aesthetic Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-plastic-reconstructive-and-aesthetic-surgery,Elsevier Health Sciences,1748-6815,1878-0539,1995-01-01,2009-12-31,4421
Dental Abstracts,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/dental-abstracts,Mosby,0011-8486,1878-0547,2005-01-01,Present,4422
Advances in Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advances-in-surgery,Mosby,0065-3411,1878-0555,2005-01-01,Present,4423
High energy density physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/high-energy-density-physics,Elsevier Science Limited,1574-1818,1878-0563,2005-12-01,Present,4424
Gondwana Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/gondwana-research,Gondawa Research Group,1342-937X,1878-0571,1997-10-01,Present,4425
The Journal for Nurse Practitioners,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-journal-for-nurse-practitioners,Elsevier,1555-4155,1878-058X,2005-07-01,Present,4426
Oral Oncology Supplement,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/oral-oncology-supplement,Elsevier Science Limited,1744-7895,1878-0601,2005-01-01,2009-07-31,4427
APS Journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/aps-journal,Churchill Livingstone,1058-9139,1878-0652,1994-12-01,1995-02-28,4428
Expositiones mathematicae,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/expositiones-mathematicae,Elsevier Gmbh Urban & Fischer,0723-0869,1878-0792,2001-01-01,Present,4429
Respiratory Medicine: COPD Update,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/respiratory-medicine-copd-update,Elsevier Science Limited,1745-0454,1878-0806,2005-03-01,2009-11-30,4430
Journal of Dermatological Science Supplement,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-dermatological-science-supplement,Elsevier Science Limited,1574-0757,1878-0822,2005-04-01,2006-12-31,4431
European journal of medical genetics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-medical-genetics,Elsevier Masson SAS,1769-7212,1878-0849,2005-01-01,Present,4432
Journal of cancer nursing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cancer-nursing,Churchill Livingstone,1364-9825,1878-0857,1997-03-01,1997-12-31,4433
BailliíÂre's clinical gastroenterology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/baillieres-clinical-gastroenterology,Bailliere Tindall,0950-3528,1878-0873,1995-03-01,1998-12-31,4434
BailliíÂre's clinical endocrinology and metabolism,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/baillieres-clinical-endocrinology-and-metabolism,Bailliere Tindall,0950-351X,1878-0881,1995-01-01,1998-12-31,4435
Journal of Neonatal Nursing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-neonatal-nursing,Elsevier Science Limited,1355-1841,1878-089X,2005-06-01,Present,4436
Advances in neuroimmunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advances-in-neuroimmunology,Elsevier,0960-5428,1878-0903,1995-01-01,1996-12-31,4437
Pratiques Psychologiques,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pratiques-psychologiques,Elsevier Masson SAS,1269-1763,1878-092X,2004-03-01,Present,4438
Cardiovascular revascularization medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cardiovascular-revascularization-medicine,Elsevier,1553-8389,1878-0938,2005-01-01,Present,4439
Seminars in Fetal and Neonatal Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-fetal-and-neonatal-medicine,Elsevier Science Limited,1744-165X,1878-0946,2004-10-01,Present,4440
Statistical methodology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/statistical-methodology,Elsevier Science Limited,1572-3127,1878-0954,2004-12-01,Present,4441
Journal of financial stability,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-financial-stability,Elsevier Science Limited,1572-3089,1878-0962,2004-09-01,Present,4442
Targets,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/targets,Elsevier Science Limited,1477-3627,1878-0989,2002-07-01,2003-12-01,4443
Drug discovery today: biosilico,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/drug-discovery-today-biosilico,Elsevier Science Limited,1741-8364,1878-0997,2004-01-01,2004-11-30,4444
Trends in neurosciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-neurosciences,Elsevier,0166-2236,1878-108X,1995-01-01,Present,4445
BIOSILICO,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biosilico,Elsevier,1478-5382,1878-1209,2003-03-01,2003-11-05,4446
European journal of cancer supplements,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-cancer-supplements,Elsevier,1359-6349,1878-1217,2003-09-01,Present,4447
International Journal of Orthopaedic and Trauma Nursing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-orthopaedic-and-trauma-nursing,Elsevier,1878-1241,1878-1292,2010-02-01,Present,4448
Smart Materials Bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/smart-materials-bulletin,Elsevier Science Limited,1471-3918,1878-1330,2000-10-01,2002-12-31,4449
Refocus,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/refocus,Elsevier Science Limited,1471-0846,1878-1349,2001-01-01,2007-06-30,4450
Photovoltaics Bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/photovoltaics-bulletin,Elsevier Science Limited,1473-8325,1878-1357,2002-01-01,2003-12-31,4451
Immuno-analyse & Biologie Spí©cialisí©e,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/immuno-analyse-and-biologie-specialisee,Elsevier Masson SAS,0923-2532,1878-1365,1995-01-01,2013-12-31,4452
Focus on polyvinyl chloride,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/focus-on-polyvinyl-chloride,Elsevier Science Limited,1468-5736,1878-1381,2002-01-01,2002-12-31,4453
Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-proteins-and-proteomics,Elsevier,1570-9639,1878-1454,2002-07-29,Present,4454
Simulation Modelling Practice and Theory,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/simulation-modelling-practice-and-theory,Elsevier,1569-190X,1878-1462,2002-10-15,Present,4455
Harmful algae,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/harmful-algae,Elsevier Science Limited,1568-9883,1878-1470,2002-03-01,Present,4456
Sauvegarde de l'Enfance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/sauvegarde-de-lenfance,Elsevier Masson SAS,0036-5041,1878-1489,2002-01-01,2003-12-31,4457
Journal of English for academic purposes,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-english-for-academic-purposes,Elsevier,1475-1585,1878-1497,2002-01-01,Present,4458
European urology supplements,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-urology-supplements,Elsevier Health Sciences,1569-9056,1878-1500,2002-01-01,Present,4459
Respiratory Physiology & Neurobiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/respiratory-physiology-and-neurobiology,Elsevier,1569-9048,1878-1519,2002-03-01,Present,4460
Comptes Rendus Physique,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comptes-rendus-physique,Elsevier Masson SAS,1631-0705,1878-1535,2002-01-01,Present,4461
Comptes Rendus Chimie,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comptes-rendus-chimie,Elsevier Masson SAS,1631-0748,1878-1543,2002-01-01,Present,4462
Best Practice & Research: Clinical Endocrinology & Metabolism,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/best-practice-and-research-clinical-endocrinology-and-metabolism,Elsevier Health Sciences,1521-690X,1878-1594,1999-04-01,Present,4463
Best Practice and Research. Clinical Anaesthesiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/best-practice-and-research-clinical-anaesthesiology,Elsevier Ltd,1753-3740,1878-1608,1999-04-01,Present,4464
The Spine Journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-spine-journal,Elsevier,1529-9430,1878-1632,2001-01-01,Present,4465
Journal of supramolecular chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-supramolecular-chemistry,Elsevier Science Limited,1472-7862,1878-1640,2001-01-01,2002-12-31,4466
Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-c-toxicology-and-pharmacology,Elsevier,1532-0456,1878-1659,2001-01-01,Present,4467
"Comparative immunology, microbiology and infectious diseases",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comparative-immunology-microbiology-and-infectious-diseases,Elsevier,0147-9571,1878-1667,1995-01-01,Present,4468
Current applied physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-applied-physics,Elsevier Science,1567-1739,1878-1675,2001-01-01,Present,4469
Transfusion and apheresis science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/transfusion-and-apheresis-science,Elsevier,1473-0502,1878-1683,2001-02-01,Present,4470
International immunopharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-immunopharmacology,Elsevier,1567-5769,1878-1705,2001-01-01,Present,4471
Australian Critical Care,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/australian-critical-care,Elsevier,1036-7314,1878-1721,1995-03-01,Present,4472
The Foundation Years,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-foundation-years,Elsevier,1744-1889,1878-173X,2005-08-01,2009-12-31,4473
Surgery (Oxford),ScienceDirect (CRKN),https://www.sciencedirect.com/journal/surgery-oxford,Elsevier,0263-9319,1878-1764,2002-03-01,Present,4474
Diabetes & Metabolism,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/diabetes-and-metabolism,Elsevier Masson SAS,1262-3636,1878-1780,2003-02-01,Present,4475
Women and Birth,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/women-and-birth,Elsevier,1871-5192,1878-1799,2006-03-01,Present,4476
Translational Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/translational-research,Elsevier,1931-5244,1878-1810,2006-07-01,Present,4477
Sexologies,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/sexologies,Elsevier Masson SAS,1158-1360,1878-1829,2006-01-01,Present,4478
Orthodontic waves,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/orthodontic-waves,Elsevier,1344-0241,1878-1837,2006-03-01,Present,4479
Journal of Science and Medicine in Sport,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-science-and-medicine-in-sport,Elsevier,1440-2440,1878-1861,1998-01-01,Present,4480
Cognitive and behavioral practice,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cognitive-and-behavioral-practice,Elsevier,1077-7229,1878-187X,1995-06-01,Present,4481
Behavior Therapy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/behavior-therapy,Elsevier,0005-7894,1878-1888,1994-12-01,Present,4482
Advances in Pediatrics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advances-in-pediatrics,Elsevier Health Sciences,0065-3101,1878-1926,2005-01-01,Present,4483
BailliíÂre's clinical rheumatology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/baillieres-clinical-rheumatology,Bailliere Tindall,0950-3579,1878-2043,1995-02-01,1998-11-30,4484
Paediatrics and Child Health,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/paediatrics-and-child-health,Elsevier Ltd,1751-7222,1878-206X,2007-01-01,Present,4485
Journal of Nutrition Education and Behavior,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-nutrition-education-and-behavior,Elsevier,1499-4046,1878-2620,2002-01-01,Present,4486
Journal of osteopathic medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-osteopathic-medicine,Elsevier Science Limited,1443-8461,1878-299X,2001-04-01,2004-10-31,4487
Medical Laser Application,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/medical-laser-application,Elsevier Gmbh Urban & Fischer,1615-1615,1878-3228,2001-01-01,2011-11-30,4488
Journal of the British Contact Lens Association,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-the-british-contact-lens-association,Elsevier,0141-7037,1878-3236,1995-01-01,1996-12-31,4489
Journal of Trace Elements in Medicine and Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-trace-elements-in-medicine-and-biology,Elsevier Gmbh Urban & Fischer,0946-672X,1878-3252,1995-03-01,Present,4490
Immunobiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/immunobiology,Elsevier Gmbh Urban & Fischer,0171-2985,1878-3279,1995-02-01,Present,4491
Journal of Experimental & Clinical Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-experimental-and-clinical-medicine,Elsevier,1878-3317,1878-3325,2009-12-01,2014-12-31,4492
Clinical Nutrition Supplements,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-nutrition-supplements,Elsevier,1744-1161,1878-3368,2004-01-01,Present,4493
Clinical techniques in equine practice,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-techniques-in-equine-practice,W B Saunders Company,1534-7516,1878-3376,2002-03-01,2007-12-31,4494
Research in International Business and Finance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/research-in-international-business-and-finance,Elsevier,0275-5319,1878-3384,2004-04-01,Present,4495
The Asia Pacific Journal of Thoracic & Cardiovascular Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-asia-pacific-journal-of-thoracic-and-cardiovascular-surgery,Australasian Society of Cardiac and Thoracic Surgeons,1324-2881,1878-3406,1995-06-01,1996-06-30,4496
Seminars in Oncology Nursing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-oncology-nursing,W B Saunders Company,0749-2081,1878-3449,1995-02-01,Present,4497
European review of applied psychology = Revue Europí©enne de psychologie appliquí©e,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/revue-europeenne-de-psychologie-appliquee,Elsevier Masson SAS,1162-9088,1878-3457,2004-03-01,Present,4498
Transactions of the Royal Society of Tropical Medicine & Hygiene,Oxford Journals (CRKN),https://academic.oup.com/trstmh/issue,Oxford University Press,0035-9203,1878-3503,1996-01-01,Present,4499
Journal of Endodontics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-endodontics,Elsevier,0099-2399,1878-3554,1995-01-01,Present,4500
Digestive and Liver Disease,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/digestive-and-liver-disease,W B Saunders Company,1590-8658,1878-3562,2000-01-01,Present,4501
Journal of the American Dietetic Association,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association,Academy of Nutrition & Dietetics,0002-8223,1878-3570,1995-01-01,2011-12-31,4502
ITBM-RBM News,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/itbm-rbm-news,Elsevier Masson SAS,1297-9570,1878-3597,2000-02-01,2007-02-28,4503
ITBM-RBM,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/itbm-rbm,Elsevier Masson SAS,1297-9562,1878-3600,2000-02-01,2006-12-31,4504
Mutation Research/DNAging,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mutation-research-dnaging,Elsevier Inc NY Journals,0921-8734,1878-3635,1995-02-01,1995-10-31,4505
Screening,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/screening,Elsevier,0925-6164,1878-3643,1995-03-01,1996-05-31,4506
International journal of bio-medical computing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-bio-medical-computing,Elsevier,0020-7101,1878-366X,1995-01-01,1996-12-31,4507
Russian Literature,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/russian-literature,North Holland,0304-3479,1878-3678,1995-01-01,Present,4508
Opportunistic Pathogens,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/opportunistic-pathogens,Elsevier Science Limited,1386-2618,1878-3694,1997-11-01,1997-11-30,4509
Medical Update for Psychiatrists,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/medical-update-for-psychiatrists,Elsevier Science Limited,1082-7579,1878-3708,1996-01-01,1998-12-31,4510
Interventional cardiology newsletter,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/interventional-cardiology-newsletter,Elsevier Science Limited,1063-4282,1878-3716,1995-03-01,1997-11-30,4511
Annales des Ponts et Chaussí©es,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/annales-des-ponts-et-chaussees,Elsevier Masson SAS,0152-9668,1878-3791,2002-01-01,2003-12-31,4512
Computer Fraud & Security Bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computer-fraud-and-security-bulletin,Elsevier Science Limited,0142-0496,1878-3856,1995-01-01,1995-12-31,4513
Academic Radiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/academic-radiology,Elsevier Health Sciences,1076-6332,1878-4046,1995-01-01,Present,4514
Journal of Cranio-Maxillofacial Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cranio-maxillofacial-surgery,Elsevier Health Sciences,1010-5182,1878-4119,1995-02-01,Present,4515
Oceanologica Acta,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/oceanologica-acta,Elsevier,0399-1784,1878-4143,1998-01-01,2003-11-30,4516
Option/Bio,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/option-bio,Elsevier Masson SAS,0992-5945,1878-4151,2008-01-01,Present,4517
Prostaglandins,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/prostaglandins,Elsevier,0090-6980,1878-416X,1995-01-01,1997-12-31,4518
Molecular medicine today,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/molecular-medicine-today,Elsevier Science Limited,1357-4310,1878-4178,1995-04-01,2000-12-01,4519
Polymer Gels and Networks,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/polymer-gels-and-networks,Elsevier,0966-7822,1878-4194,1995-01-01,1998-12-31,4520
Progress in Crystal Growth and Characterization of Materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-crystal-growth-and-characterization-of-materials,Elsevier,0960-8974,1878-4208,1995-01-01,Present,4521
Progress in Neuro-Psychopharmacology & Biological Psychiatry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-neuro-psychopharmacology-and-biological-psychiatry,Elsevier Science Limited,0278-5846,1878-4216,1995-01-01,Present,4522
Progress in Nuclear Energy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-nuclear-energy,Elsevier,0149-1970,1878-4224,1995-01-01,Present,4523
Progress in Surface Science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-surface-science,Pergamon,0079-6816,1878-4240,1995-01-01,Present,4524
Quarterly Review of Economics and Finance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-quarterly-review-of-economics-and-finance,Elsevier,1062-9769,1878-4259,1994-12-01,Present,4525
Race and Society,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/race-and-society,JAI,1090-9524,1878-4267,1998-01-01,2004-12-31,4526
Probabilistic Engineering Mechanics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/probabilistic-engineering-mechanics,Elsevier Science Limited,0266-8920,1878-4275,1995-01-01,Present,4527
Primary Care Update for OB-GYNS,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/primary-care-update-for-ob-gyns,Elsevier Science Limited,1068-607X,1878-4283,1995-01-01,2003-12-31,4528
Micron,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/micron,Elsevier,0968-4328,1878-4291,1995-01-01,Present,4529
Reviews in Molecular Biotechnology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/reviews-in-molecular-biotechnology,Elsevier,1389-0352,1878-4305,2000-03-01,2002-05-31,4530
Revue Gí©ní©rale des Chemins de Fer,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/revue-generale-des-chemins-de-fer,Elsevier Masson SAS,0035-3183,1878-4313,1998-01-01,1999-12-31,4531
Women's Health Issues,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/womens-health-issues,Elsevier,1049-3867,1878-4321,1995-03-01,Present,4532
Wave motion,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/wave-motion,Elsevier,0165-2125,1878-433X,1995-02-01,Present,4533
Utilities policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/utilities-policy,Elsevier,0957-1787,1878-4356,1995-01-01,Present,4534
Tunnelling and underground space technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/tunnelling-and-underground-space-technology,Elsevier,0886-7798,1878-4364,1995-01-01,Present,4535
Trends in plant science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-plant-science,Elsevier,1360-1385,1878-4372,1996-01-01,Present,4536
Trends in microbiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-microbiology,Elsevier Science Limited,0966-842X,1878-4380,1995-01-01,Present,4537
Experimental mycology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/experimental-mycology,Elsevier Science Limited,0147-5975,1878-4399,1993-03-01,1995-12-31,4538
International Journal of Gastronomy and Food Science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-gastronomy-and-food-science,Elsevier,1878-450X,1878-4518,2012-01-01,Present,4539
International Journal of Early Childhood,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13158,Springer Science+Business Media B.V.,0020-7187,1878-4658,1997-01-01,Present,4540
Atherosclerosis supplements,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/atherosclerosis-supplements,Elsevier,1567-5688,1878-5050,2000-09-01,Present,4541
Journal of social and evolutionary systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-social-and-evolutionary-systems,JAI,1061-7361,1878-5069,1995-01-01,1998-12-31,4542
The EPMA Journal,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13167,Springer,1878-5077,1878-5085,2010-01-01,2011-12-31,4543
Review of Philosophy and Psychology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13164,Springer Netherlands,1878-5158,1878-5166,2010-01-01,Present,4544
European Journal of Psychology of Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10212,Springer Science+Business Media B.V.,0256-2928,1878-5174,1997-01-01,Present,4545
Reaction Kinetics Mechanisms and Catalysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11144,Akadí©miai Kiadí_,1878-5190,1878-5204,1997-01-01,Present,4546
Carbonates and Evaporites,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13146,Springer Science+Business Media B.V.,0891-2556,1878-5212,1997-01-01,Present,4547
Journal of Cardiology Cases,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cardiology-cases,Elsevier,,1878-5409,2010-02-01,Present,4548
Economic systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/economic-systems,Elsevier,0939-3625,1878-5433,2001-03-01,Present,4549
Clinical and applied immunology reviews,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-and-applied-immunology-reviews,Elsevier,1529-1049,1878-5441,2000-01-01,2006-08-31,4550
Philips Journal of Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/philips-journal-of-research,Elsevier Science Limited,0165-5817,1878-5468,1995-01-01,1998-12-31,4551
Psychology of Sport and Exercise,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/psychology-of-sport-and-exercise,Elsevier Science Limited,1469-0292,1878-5476,2000-07-01,Present,4552
Transplant Immunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/transplant-immunology,Elsevier,0966-3274,1878-5492,1995-03-01,Present,4553
Sleep Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/sleep-medicine,Elsevier,1389-9457,1878-5506,2000-02-01,Present,4554
Innovative Food Science & Emerging Technologies,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/innovative-food-science-and-emerging-technologies,Elsevier,1466-8564,1878-5522,2000-03-01,Present,4555
Organic Electronics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/organic-electronics,Elsevier Science,1566-1199,1878-5530,2000-12-01,Present,4556
Comptes Rendus de l'Acadí©mie des Sciences - Series III - Sciences de la Vie,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comptes-rendus-de-lacademie-des-sciences-series-iii-sciences-de-la-vie,Elsevier Masson SAS,0764-4469,1878-5565,1997-01-01,2001-12-31,4557
Journal of World Business,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-world-business,Elsevier,1090-9516,1878-5573,1997-03-01,Present,4558
Bulletin De L'Institut Pasteur,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/bulletin-de-linstitut-pasteur,Elsevier Masson SAS,0020-2452,1878-5581,1995-01-01,1998-12-31,4559
Biomolecular engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biomolecular-engineering,Elsevier,1389-0344,1878-559X,1999-12-31,2007-12-31,4560
Journal of chromatography B: biomedical sciences and applications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-chromatography-b-biomedical-sciences-and-applications,Elsevier Science Limited,1387-2273,1878-5603,1995-01-06,2001-12-25,4561
Antimicrobics and infectious diseases newsletter,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/antimicrobics-and-infectious-diseases-newsletter,Elsevier,1069-417X,1878-5611,1995-01-01,2002-10-31,4562
Bioelectrochemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/bioelectrochemistry,Elsevier,1567-5394,1878-562X,2000-02-01,Present,4563
International journal of non-linear mechanics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-non-linear-mechanics,Elsevier,0020-7462,1878-5638,1995-01-01,Present,4564
Vision research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/vision-research,Elsevier,0042-6989,1878-5646,1995-01-01,Present,4565
Research in Social Stratification and Mobility,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/research-in-social-stratification-and-mobility,Elsevier,0276-5624,1878-5654,2001-01-01,Present,4566
Urban water,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/urban-water,Elsevier,1462-0758,1878-5670,1999-03-01,2002-12-31,4567
International journal of inorganic materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-inorganic-materials,Elsevier Science Limited,1466-6049,1878-5689,1999-04-01,2001-12-31,4568
Cardiovascular radiation medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cardiovascular-radiation-medicine,Elsevier Science Limited,1522-1865,1878-5727,1999-01-01,2004-12-31,4569
Mí©decine de Catastrophe - urgences collectives,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/medecine-de-catastrophe-urgences-collectives,Elsevier Masson SAS,1279-8479,1878-5743,1998-05-01,2000-03-31,4570
Journal of financial markets,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-financial-markets,North Holland,1386-4181,1878-576X,1998-04-30,Present,4571
Journal of Asian earth sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-asian-earth-sciences,Elsevier,1367-9120,1878-5786,1997-02-01,Present,4572
Transportation Research Part E: Logistics and Transportation Review,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/transportation-research-part-e-logistics-and-transportation-review,Elsevier,1366-5545,1878-5794,1997-03-01,Present,4573
